 alpha
1 -3.000
2 -2.500
3 -2.000
4 -1.500
5 -1.000
6 -0.500
7 -0.000
8 0.500
9 1.000
10 1.500
11 2.000
12 2.500
13 3.000
14 4.000
15 4.500
16 5.000
17 5.500
18 6.000
19 6.500
20 7.000
21 7.500
22 8.000
23 10.000
24 10.500
25 11.000
26 11.500
27 12.000
28 12.500
29 13.000
30 13.500
31 14.000
32 14.500
33 15.000
34 15.500
35 16.000
36 16.500
37 17.000
38 17.500
39 18.000
